JIRA_FEATURE_ID_CF_12210,description,summary,Comments
FEATURE-6868,,FEATURE-6868: Moto Launcher - Support predefined and user created folders in app tray,"AT&T completed and no bugs pending.
Retail completed and minor issue pending: IKSWR-59575

T-Mobile: Pending with blocker CR IKSWR-59559

MetroPCS: Pending because no HW+ Metro sim card available to test today.
Again if you want to keep this plan open for all channels and variants then we need to keep this open for years together. 
As it is working for ATT and Retail go ahead and close this plan .. there is no action from ADX dev and test anymore and the variant testing is up to GPD team.
Checked that there is another requirement to show ""Moto"" folder in App Tray according to IKSWR-56366. After tested on latest Denver build, it was verified that it's missing ""Interactive wallpaper"" app inside Moto folder. To fix it it's necessary IKSWR-60534 integrated. We checked that its missing ""Target Date"" for integration. 

We'll change ""Test CWV"" date based on this IKSWR-60534.

Hey [~chenchen], The Int CWV for this plan was today but it seems there is still a CR in the new state.  Do you wknow when you will be able to integrate it?  Can you update the CWV date?

[~rafaelsc] FYI
Hey [~chenchen], it looks like all the gerrits for the linked CR have been merged now.  If there is nothing else pending can you mark the ""Integrate Actual"" date?
Hi All,

I am totally confused.
All the changes for Denver ATT for the predefined folder have been verified. 
I have added my comments earlier(12/Mar/21) as well that creating preloaded folder for other channels and other devices is not something which we should worry about. 
This is part of GPD team which they will do and track it eventually. 

Please mark the plan as complete. 

Thanks
Mayank



Hi All,

IMPORTANT: None of R upgrade products received the integration of this implementation IKSWR-49261. 

I tested on Odyssey AT&T latest Mainline build RPS31.112 and this implementation is not there. So, I raised CR IKSWR-58418 with RNI_Blocker label.


Hi [~wcw014],
We will check if IKSWR-58418 is present in mainline builds as commented in the CR. If so, it won't be blocker.
Regarding IKSWR-57190: Dev team was waiting our validation to approve the fix (a test build was provided in the CR comments and we validated). As a result, we found another CR: IKSWR-59559.
Adding [~kaiocmb] and [~kaique] for more information.

Thank you
Hi [~wcw014], I tested the build provided on IKSWR-57190 and there is a blocker issue that I raised: IKSWR-59559. Therefore, not possible to pass the Test cases related to it and we can complete the Plan without this fix.
Hi all!
CM Team told that Denver Mainline builds will not be available anymore, only Q2 builds. We are seeing this Feature already integrated on Q2 for Denver (RRE31.Q2-10).

Hi all,
For ATT, this feature is working fine. For TMO, Metro PCS and Retail we still have these two CRs:

- IKSWR-57245 - [Denver Retail] FEATURE-6868 The Google preloaded folder is not displayed on App Tray for Retail builds
- IKSWR-57190 - [Denver TMO] FEATURE-6868 The Google and T-Mobile folders with PAI and preloaded apps are not displayed in App Tray

Regarding tracking this feature for other carriers, should we close this RPADX by Mayank's comment above? 
[~a22642] [~wcw014] FYI
Is the ATT change working fine, if so we can close the plan, rest all changes will be managed via IKCONFP or JIRA CRs, similar to what we do for Homescreen folders

[~wcw014] FYI

Performed tests for T-Mobile with Q2 build Stable product line: RRE31.Q2-11-15 and the folders are properly displayed on App Tray, except for one specific device on Davros that does not display T-Mobile folder in App Tray. I raised a minor CR to investigate this case: IKSWR-63009.

For MetroPCS we are not able to validate the apps delivered by AS/VPL on Metro by T-Mobile because device under test is not in USA. But, all preloaded apps are displayed properly inside Metro by T-Mobile folder. 

For CoreApps perspective this change of FEATURE-6868 is validated on Retail, AT&T, T-Mobile and Metro by T-Mobile displaying preloaded folders on Homescreen and App Tray according to each carrier specifications/variances. 





RPADX-4666 RRB Request Approved (Add) 
RPADX-4685 Plan Created For: 
FEATURE-6868:Moto Launcher - Support predefined and user created folders in app tray on Release:
RPADX-4178:ADX R_Rel1
RPADX-5240 RRB Request Approved (Add) 
RPADX-5241 Plan Created For: 
FEATURE-6868:Moto Launcher - Support predefined and user created folders in app tray on Release:
RPADX-4178:ADX R_Rel1
Reviewed with Mayank, Nadeem and Ajit.  If Odyssey and Nairobi move to Q2 then this plan can move to Q2.  Otherwise needed in Q1.
See the attachment for how to have the predefined folders for TMO USKU

TMO folder when TMO SIM inserted as first SIM during or post OOBE
Metro by T-Mobile folder when Metro SIM inserted as first SIM during or post OOBE

Metro folder - Mcafee for Metro(ADAPT download), VVM(Adapt Download), Scamshield for Metro(Adapt Download), Metro Play(preload), MetroZone(preload), MyMetro(preload)

T-Mobile folder - MyT-Mobile (preload), T-Mobile Play(preload), Mcafee for TMO(PAI), VVM(PAI), Scamshield for TMO(PAI)
Specification changed a lot as we can see on IKSWR-13354. We'll need to refactor all of our TCS. Changing Test CWV to 11/13 date due to this.
Tested IKSWR-60962 using Dev build + input stub on DUT and the T-Mobile folder on Homescreen was removed according UX Deck: https://idart.mot.com/secure/attachment/2702544/Denver-USKU-Metro-TMO-UI-Deck-Mar-23.pdf

Build: motorola/denver_global/denver:11/RRE31.Q2-11-13/eng.kaiocmb.210326.135048:userdebug/intcfg,test-keys

We can double check the fix again as soon as Q2 builds for Denver become available. 

The last Q2 build generated was at 11:12AM for Saipan. Untill now, we don't see more Q2 builds being generated.

FYI, [~wcw014], [~a22642], [~a19035] 
Tested on latest Q2 Denver build and it's not implemented for T-Mobile and Retail. I raised 2 CRs:
TMO : IKSWR-57190
Retail: IKSWR-57245

We are trying to get access on Denver with Metro sim card to validate as well.

Builds tested: RRE31.Q2-11-3  & RRE31.Q2-16

The engineering CR is https://idart.mot.com/browse/IKSWR-13354
This is considered a first priority for 2021 Q1.
This was integrated into Q2 so updateing from a ""Q2 need"" to Q2.
Yes we should have this implemented for TMO USKU as well .. 
And for Retail too 
[~a19035], Tests on AT&T are almost completed, I'm just waiting build to test IKSWR-54944 . Do you have updates about this feature will be integrated for TMO as well?
[~a19035], could you please help to clarify CR IKSWR-15548 about Folder name should be mandatory?  Thanks.
[~a22642], do you agree with that?

[~chenchen] this plan is needed to support IKSWR-49261 which was not understood to be a requirement when this feature was initially implemented.  This is needed for Q2 products but needs to go to mainline and be tested first before [~w15621] will allow it to be cherry picked back to the Q2 branch.  That is why you will notice the plan was opened for Q3 but has the adx_2021q2_need label indicating the need for Q2.
[~rafaelsc], [~a22642], [~brunoess] based on the comments on IKSWR-58418 is that considered a blocker for completing this plan?  It seems that IKSWR-57190 is in the ready state so hopefully once that gets integrated we can finish testing and complete the plan."
FEATURE-6870,,FEATURE-6870: T-Mobile - Carrier Config changes - Q1-2021,"All the requirements are met.
We're just awaiting QC to check if we are going to support the WFC tags.
Following are the new requests as a part of this TRD:
1. Overlay for device group for Metro - change needed
2. New parser for EC/UP - already taken care
3. New parser for VVM user string - this change was done before, but later TMO asked us to remove. Confirmed with [~a20746] and [~a19035] this change will be done for Q1 2021
4. New parser for WFC threshold - if Qualcomm supports this, the change can be implemented. The value is hardcoded and currently there is no way to change it from AP side or even FSG/MBN. Dependency on Qcomm.

FYI [~josecmj] [~a21143]


RPADX-4668 RRB Request Approved (Add) 
RPADX-4686 Plan Created For: 
FEATURE-6870:T-Mobile - Carrier Config changes - Q1-2021 on Release:
RPADX-4178:ADX R_Rel1
Reviewed with Mayank and Ajit. If Odyssey moves to Q2 then this plan can move to Q2. Otherwise needed in Q1.


This can be considered a 2nd priority for Q1 2021.  It is still needed but can come later if resources dictate."
FEATURE-6875,,FEATURE-6875: T-Mobile - VVM Changes - Q1-2021,"Committing to this plan with the assumption that requirement scope gets defined with TMo by Sept/4
GID-MTRREQ-484311: 
-- Verified Native VVM functionality when TMO VVM app is installed. Native VVM app could show new voicemail notifications and download the new voicemails.
-- Since TMO VVM app setup couldn't be completed, suppressing of TMO VVM app notifications is not verified.
I'm completing this plan since we have two RPADX trackings the same issue, IKSWR-24334, for the NVVM feature. So, the CR IKSWR-24334 will be tracked by the RPADX-4904 (FEATURE-6974: T-Mobile - VVM Changes - Q2-2021).
Moving Test CWV to 1/13 for IKSWR-24334.

BR's
Need to wait for Q1 build with IKSWR-24577 to retest IKSWR-31285. I'll keep monitoring this.

BR's

FYI, [~malaguti] / [~a22642] / [~brunoess]
RPADX-4670 RRB Request Approved (Add) 
RPADX-4688 Plan Created For: 
FEATURE-6875:T-Mobile - VVM Changes - Q1-2021 on Release:
RPADX-4178:ADX R_Rel1
Requested TMO for clarifications on few requirements and waiting for response. Below are the points of mail communication:

{noformat}
From: Karthik K <A20746@motorola.com>
Sent: 24 August 2020 18:40
To: Mahdavifar, Zeinab <Zeinab.Mahdavifar@T-Mobile.com>; Mayank Gupta <mayank@motorola.com>
Subject: RE: [External] NVVM: New Requirements for Coexistence and VM2T
 
Hi Zeinab,
 We have a few proposals regarding Refresh and Co-Existence VVM requirements. Can you please consider the same.

1) GID-MTRREQ-484320: Manual Refresh

  [Motorola 08/24] - Even in case of NW issue causing SMS outage, user's action of navigating to and from ""Voicemail"" tab will be frequent enough to trigger an automatic refresh.
  We feel this automatic refresh should take care of the SMS outage scenario and propose to remove the additional REFRESH option. Please suggest.

2) Reference: ""Native-VVM-Device-ImportNEW.pptx"" Slide #1: ""Device Import  Purpose and Requirements""

  It is mentioned that ""No need to COPY content of files to local memory"" 
  [Moto Proposal]: Import voicemails stored on ""“sdcard/smvvm/backup/files"" into CallLog DB. 

  [Motorola 08/24] –  There is no capacity limit for CallLog database. It should be possible to write to the call log database till sufficient memory is available on the device. The call log database has “Call log” entries (received, outgoing, missed calls) along with the voicemails data.

  Meanwhile sorry for the incorrect update that the voicemail entries in call log database would be migrated. In fact during our tests, it was observed that Google isn’t migrating the voicemails content when user switches from one device to another.

  However we still propose to provide a unified experience to the user by storing the imported voicemails in call log database in a single Inbox view with UI to distinguish the migrated voicemails. Please suggest.

3) GID-MTRREQ-484311: Coexistence with TMO VVM app 

  [Motorola 08/24] –  We shall take care that no duplicate VMs are displayed to the user.
  But as highlighted in (2), migration of voicemails is not supported by Google. Hence we shall not be compliant to the below requirement.
  “GID-MTRREQ-484311- Device shall provide a mechanism to users to migrate VMmessages from older device to new device (if older device supported TMOVVM)”

4) GID-MTRREQ-484311: Coexistence with TMO VVM app 
   - Device shall suppress any other VVM-only client notification. (i.e T-Mobile VVMapp notification shall be suppressed, but DIGITS app VVMnotification shall not(since not a VVM-onlyclient)”

  [Motorola 08/24] – Please confirm if the device has to take care of suppressing the VVM only client notifications or is it taken care as part of the T-Mobile VVM app / Digits app.
  If the device needs to take care of suppressing the VVM only notifications, please inform the mechanism to identify and differentiate between VVM only notifications and DIGITS notification (which is not VVM only client).

Regards,
Karthik
{noformat}
Reviewed with Mayank and Ajit. If Odyssey moves to Q2 then this plan can move to Q2. Otherwise needed in Q1.


TMO NVVM Q1 2020 Requirements clarifications summary:
1) *GID-MTRREQ-484320: Manual Refresh*
 -- ""Refresh"" option is made optional and decided not to be implemented.
 -- The required functionality is already being achieved while accessing Voicemail UI.
 
2) *GID-MTRREQ-484311: Coexistence with TMO VVM app*
 -- ""Migration of voicemails from old device to new device"" is not app level requirement (Need not be implemented in Native Dialer as part of TMO Native VVM feature). This depends on device level migration supports ""voicemail migration"" along with call logs.

3) *GID-MTRREQ-484311: Coexistence with TMO VVM app (reference to the doc - ""Native-VVM-Device-ImportNEW.pptx"")*
 -- the voicemails from TMO VVM app (stored in the path /sdcard/smvvm/backup/file) will be copied to call log database, like regular downloaded voicemails.
 -- The restored voicemails shall be shown in the Voicemail Inbox screen along with downloaded voicemails, with a visual identification indicating restored voicemails.
 -- If a restored voicemail is deleted, both of its copies - from call logs and rom external storage path shall be deleted.
 
4) *GID-MTRREQ-484311: Coexistence with TMO VVM app - Notifications*
 -- Device shall take care of suppressing the notifications. The only notifications to suppress is MWI and TMO VVM app.
 -- If the flag ""VVMEnabled"" from TMOConfig is ""TRUE"", then TMO VVM app notifications shall be suppressed by Native VVM. Else Native VVM shall not suppress the TMO VVM app notifications.
 
The implementation of the requirements is ready and pushed to gerrit.
Also review by VVM dev team is completed.
Review by PIM-Dialer team is in progress.
This can be considered a 2nd priority for Q1 2021.  It is still needed but can come later if resources dictate."
FEATURE-6881,,FEATURE-6881: AT&T&Cricket&Firstnet: Displaying ICCID in About section (June 2020)," IKSWR-4377 is integrated and ICCID info is available on Q1 ATT builds 
After review with Mayank, Nadeem, and Ajit this can be moved to Q2.


Feature test completed.
CR no blocker raised IKSWR-30643.
Q1 new work.  

The ICCID info is currently shown for VZW, TMO etc, so the understanding is that this is configurable.
+[~dvx436][~psteiger][~a22977]
RPADX-4698 RRB Request Approved (Add) 
RPADX-4706 Plan Created For: 
FEATURE-6881:AT&T&Cricket&Firstnet: Displaying ICCID in About section (June 2020) on Release:
RPADX-4178:ADX R_Rel1
Set ""show_iccid_in_sim_status_bool"" as true in CarrierConfig
The tests were performed using the Common Stable build Q1: RPS31.Q1-16."
FEATURE-6914,,FEATURE-6914: Common IMS Config between Stock and Retail - Single Build target,"ATT - PTN approval not yet happened. We will track the IMS validation & Preload apps verifications with other RPADX plans. Completing this plan with these conditions.
After review with Mayank and Ajit this can be moved to Q2.


Checking with [~w0126c] if there are other generic FW or Telephony tasks need to cover.
Denver would be the first product .. followed by Pioneer and Berlin
For CarrierConfig and APN to support ""ro.carrier"", I will need at least 3 weeks of developing effort. Thanks.
Pull in the integration date 1/20.
RPADX-4765 RRB Request Approved (Add) 
RPADX-4776 Plan Created For: 
FEATURE-6914:Common IMS Config between Stock and Retail - Single Build target on Release:
RPADX-4178:ADX R_Rel1
This plan will cover below changes to support single build target b/w stock and retail device:
1. CarrierConfg and APN support ""ro.carrier"" -- [~xnk746] IKSWR-24988
2. IMS carrierconfig update based on #1's framework for NA carriers including:
AT&T/Cricket/FirsetNet - RCS, WFC & IR.94 is off on Retail
TMO/MetroPCS/Boost/Assurance - RCS is off on Retail
Verizon - VT, RCS is off on Retail
3. IMS device overlay should keep one common overlay for single build
4. IMS/Connectivity resource overlay under CBS for retail/stock build should be covered by FEATURE-6925, i.e. RRO update to support single build will be transparent to IMS/Connectivity component and no efforts from us.  [~a21143] [~a22977] if need any support from FW, pls let me know.

FYI [~fgcp188] [~w0126c]
Update the actual integration date.
We will be able to do CarrierConfig by ro.carrier like this : https://gerrit.mot.com/#/c/1821303/2/res/xml/vendor.xml
It's a CarrierConfig injected in CarrierConfig ""moto_custom_config_string"".
[~a19035][~nadeemp][~a21143][~a22977][~dth436] [~a22642] [~w19976]- FYI
Single Target Build testing will be covering on Denver hardware with the below combinations:
Channel_ID	carrier_SIMs
TMO	        TMO (Stock)
		        VZW (Non-Stock)
		        ATT (Non-Stock)

ATT		       ATT (Stock)
		       VZW (Non-Stock)
		       TMO (Non-Stock)

Tracfone	       Tracfone (Stock)
		       TMO (Non-Stock)
		       VZW (Non-Stock)
		       ATT (Non-Stock)

RetailUS	       TMO (Non-Stock)
		       VZW (Non-Stock)
		       ATT (Non-Stock)

Metro	       Metro (Stock)
		       VZW (Non-Stock)
		       ATT (Non-Stock)
[~a22642] The 1/25 date for integrating this feature is close to the 1/29 FC date.  Confirm it is ok to meet the FC date with a 1/25 Int date.
[~w19976] Could you please pull in the Integ date, since testing of this feature need more time, and many functional cases will depend on this Feature.  Integ date 1/20 is ok.

[~wcw014][~a22642] - FYI

[~w19976] the Int CWV date is past due for this plan.  If you have finished the integration please update the Integrate Actual date.  If you haven't integrated it yet please update the Int CWV date.
[~wcw014] Denver is ranged for TMO, Metro, ATT, RetailUS and Tracfone. 
But ATT & RetailUS(VZW) will get the SFN/PTN by end of January. We may not be able to test with live network for these carriers. 

With only TMO carrier test we may not able to complete the feature. 

[~a22642] - FYI


[~wcw014] Do we plan to support single build target in Q2 or Q3? Pls help comment.
yes we would like to get to a single build source for devices with enough storage since there is a cost in having all of the bloatware for each supported carriers presented on the same build.

Currently Burton has less code source branch and a common MSI but each of the product partition are different. Meaning that we do not have a  build that we could be used as is for Vzw, ATT and TMO stock for example. Also CID would be common. So software wise it would be common.
We will discuss the timing and the QSSI targeted product soon.
"
FEATURE-6919,,FEATURE-6919: Preloaded app enablement/disablement for Single Build Target,"ATT - PTN approval not yet happened. We will track the IMS validation & Preload apps verifications with other RPADX plans. Completing this plan with these conditions.
Per discussion at the 2021Q1 RQL meeting today it was agreed this should be moved to 2021Q2.
RPADX-4778 Plan Created For: 
FEATURE-6919: {color:#326ca6}Preloaded app enablement/disablement for Single Build Target{color} on Release: 
RPADX-4178 ADX R_Rel1
[~a19035][~nadeemp][~a21143][~a22977][~dth436] [~a22642] - FYI
Single Target Build testing will be covering on Denver hardware with the below combinations:
Channel_ID	carrier_SIMs
TMO	        TMO (Stock)
		        VZW (Non-Stock)
		        ATT (Non-Stock)

ATT		       ATT (Stock)
		       VZW (Non-Stock)
		       TMO (Non-Stock)

Tracfone	       Tracfone (Stock)
		       TMO (Non-Stock)
		       VZW (Non-Stock)
		       ATT (Non-Stock)

RetailUS	       TMO (Non-Stock)
		       VZW (Non-Stock)
		       ATT (Non-Stock)

Metro	       Metro (Stock)
		       VZW (Non-Stock)
		       ATT (Non-Stock)"
FEATURE-6924,,FEATURE-6924: WiFi - Show WiFi 6 icon when connected to AP supporting 802.11ax,"RPADX-4785 RRB Request Approved (Add) 
RPADX-4795 Plan Created For: 
FEATURE-6924:WiFi - Show WiFi 6 icon when connected to AP supporting 802.11ax on Release:
RPADX-4178:ADX R_Rel1
Reviewed with Mayank and Ajit and this is needed for Q1.
This is considered a first priority for 2021 Q1.
We have tested this feature on Racer Turbo (Burton) with retail build.
[~w19811] [~a19035]
What's the icon requirement for WiFi 6?"
FEATURE-6928,,FEATURE-6928: Provide API to enable Moto Gametime to disable/re-enable system navigation for immersive gaming,"Open CRs are not related to framework but related to APP side So we were Ok to complete this RPADX as the feature is just to providing API to game and it works as expected.
RPADX-4798 RRB Request Approved (Add) 
RPADX-4841 Plan Created For: 
FEATURE-6928:Provide API to enable Moto Gametime to disable/re-enable system navigation for immersive gaming on Release:
RPADX-4178:ADX R_Rel1"
FEATURE-6940,,FEATURE-6940: Sprint - Updated Requirements for VoLTE V 1.2-8,"Checking the spec, will give the integration date by this week
From discussion with [~tbagni] we are set.
1: Settings > Network & Internet > Voice Networks > Calling Preference
Moving test date based on the CR Target date.
RPADX-4836 RRB Request Approved (Add) 
RPADX-4839 Plan Created For: 
FEATURE-6940:Sprint - Updated Requirements for VoLTE V 1.2-8 on Release:
RPADX-4178:ADX R_Rel1
This plan will be used for *VLTE-00330*
{noformat:title=VLTE-00330}
UE shall give user option to set voice network preference manually.
1. When Calling Preference is set to ""Wi-Fi preferred"" by user, UE shall work on Wi-Fi preferred mode (section 2.3.1), regardless of the network preference OMA nodes.
2. When Calling Preference is set to ""Cellular preferred"" by user, UE shall work on cellular preferred mode (section 2.3.2), regardless of the network preference OMA nodes. 

Note:""Calling Preference"" is under ""Wi-Fi calling"" menu item, details are described in 4G_Android10_UI_v7.3 and 5G_Android10_UI_v1.2 or the latest versions.
{noformat}

Since we still use ""Voice Networks"" UI for SprintWFC, ""Calling Preference"" will be under ""Voice Networks"" menu (_Settings > Network & Internet > Voice Networks > Calling Preference_)
+[~wch683]
[~w19976] waiting for confirmation from [~wch683] and [~a22642] on the feature CR (FEATURE-6940).  Once I have their comments I will proceed as appropriate with this plan.
[~wcw014]Pls check the analysis in the FEATURE-6940 and help close this plan as no additional efforts in FW. "
FEATURE-6944,,FEATURE-6944: Charging - Update Lock and Unlocked Charging info screens,"As the cli toast feature not upmerged,systemUI is working on it now, update ETA.
*ETA:* 11/04

Thank you!
Change the actual integration date to 11/4.
RPADX-4835 RRB Request Approved (Add) 
RPADX-4857 Plan Created For: 
FEATURE-6944:Charging - Update Lock and Unlocked Charging info screens on Release:
RPADX-4178:ADX R_Rel1
This is considered a first priority for 2021 Q1.
This is the Spec:
https://docs.google.com/presentation/d/1wdsYHY_E9MNz96uwnU9G0kEAer5ZqYSA3Jtv5fSh_m0/edit#slide=id.g9b56a3111c_0_268

ETA: 10/30
[~wangyl17] you committed to this plan on 10/27 but listed the Commit Bsln date as 10/30.  I am assuming that was meant to be the Integration Bsln and CWV dates?  I updated this plan as such.  If you are planning a different integration date please update it."
FEATURE-6950,,FEATURE-6950: ThinkShield Enterprise : FDR prevention in Android Recovery mode,"No pending issues on FDR feature on latest tahoe build.

nio_retail_user_12_SRT32.76_d89e6-23cac_release-keys-cid50-retail_US
This needs to be tested with a secure build (CID50) which isn't available yet so adding the MS2 Exception label.
Updating Test CVW since the CR Integ. date was updated to today and fix will be submitted today EOD.

Thanks,

[~jrdk47] [~a22642] 

 

 
[~rborroz]  Capri Plus have release keys CID50 builds and when we tested FDR prevention policy on that, it was not enforcing. We cross check CID parameter, Secure parameter and release keys build. But policy was not enfocing for FDR. Note: Power off policies were working. "
FEATURE-6950,,FEATURE-6950: ThinkShield Enterprise :  FDR prevention in Android Recovery mode,"+ [~sunym2] to sync
After a review from the architecture team, we have some rework to do and the integration must be postponed again.
We have defined a new HAL (called Enterprise) and a new command (called misc-writer). It was decided that we should rename the HAL to FdrControl and the command should be incorporated to motobox.
We will start on Monday (Dec 14th) this rework and check if we will not have SELinux issues moving to motobox.
Feature design: https://docs.google.com/presentation/d/14sVkQ_umSeHl7vqBmqtOTTNmMfpwBuzg9XcafBKL46w/edit?usp=sharing
Hi All
Capri will code freeze on 12/21 and Capri+ on 12/28, may I know if this feature is mandatory or not for these 2 products? Thanks. 
Hi All,

Capri ,Capri+,Tahoe and Burton testing is done and here is the consolidated kaiju report:

Report: https://kaiju.motorola.com/#/dalekReports/savedDalekReport/6131638577922048

Thanks,
Prasad

Hi All,

We have completed testing on Capri+ and we dont have any Blockers as of now as per the discussion and analysis from PDM.

We still need to test feature on Capri,Burton and Tahoe and we will update/close the feature once done.

Consolidated Kaiju link is here:https://kaiju.motorola.com/#/dalekReports/savedDalekReport/4663099501314048

Thanks,
Prasad


Just to double confirm here, is this feature ready on Capri/Capri+? All tests show good? 
RPADX-4851 RRB Request Approved (Add) 
RPADX-4856 Plan Created For: 
FEATURE-6950:ThinkShield Enterprise :  FDR prevention in Android Recovery mode on Release:
RPADX-4178:ADX R_Rel1
Thanks [~mvt647] we have moved Test CWV date accordingly, thanks
The feature is integrated but the tests are not complete. Waiting for a CID50 build for testing (in Capri/Capri+)
This is considered a first priority for 2021 Q1.
We still have pending discussions regarding selinux, and a new HIDL interface will need to be developed.
Team is working with SMEs to solve them as soon as possible. We need some more day to integrate the opened gerrits.

[~w15621], [~wcw014] - fyi

[~mvt647] Can we update the new Integration date so that we can plan the test dates, pls let us know the status.
[~wangnn7] yes it is needed for Capri and Capri+.  It is on track for completion this week.

[~mvt647], [~rborroz], [~w15621] FYI
[~wcw014], The analysis is on-going. This is a late feature and we will try to commit to it by the end of next week.

[~rborroz] - fyi
[~wnm846] Capri is the most urgent products which will respin this weekends. May I know when the test can be finished on Capri so team can have a full picture for this feature? Thanks. 
[~wnm846], integration date updated. Now that it is defined we will pursue misc partition implementation, we expect to conclude all activities by Dec/16."
FEATURE-6958,,FEATURE-6958: [PAKS] Create a new PAKS lock screen to support Motosafe reversible lock,"Although the lock screen portion is already ported to S baseline, we still need to wait for RPADX-5506. Only then, we may consider the whole feature as ready for testing.
Hi [~babm], I've updated the date per your request.
Thanks,
Ana
Hi all,

Updating the Test CWV due to the [CR|https://idart.mot.com/browse/IKSWR-45872] that is still impacting the execution. 

[~wcw014], since I can't update the Test CWV due to the required ""Configuration Developed"" field, can you help updating this date for the Feb/12?

Best Regards,
Brunna Arruda.
Hi all, after the analysis made by the test team, it turns out that:

*SIM requirement:* Live SIM
*Network availability:* Live
*Target Reference hardware:* R NPIs
*Any dependency:* Server - Moto Safe Portal
*Estimated number of TCs:* 34
*Complexity of the Feature Test:* High

*Any pending queries from dev team:*

* Is the only way of locking and unlocking via Server notification? 
* Is there a way of locking/unlocking via commands (for final users)?
* Will Quick Settings (Mobile Data & WiFI) be accessible? 
* Will there be changes in the MotoSafe portal to cover this new feature?
* Any carrier dependency?


On behalf of ADX CESAR Team,
Brunna Arruda.
Integration CWV updated to 01/29 due to several reasons:

1) Code review is taking longer than we expected
2) Server team did not provide a test API so development team can't validate both scenarios (reversible and non-reversible lock)
3) New requirement was requested yesterday, based on dev team analysis it is feasible and should be integrated with the feature

[~caioluiz] and [~wcw014] dev and server team are actively working on these 3 items in order to integrate on 01/29. If we can't make it, we may need a couple more days, but we will still have time for 1 week of testing before Q2 FC (02/12).

[~renano] when testing, please make sure you also test a previous released device since there were changes in the server and we need to make sure that the feature still works fine with the current version of PAKS.

+[~mvt647] FYI

RPADX-4869 RRB Request Approved (Add) 
RPADX-4882 Plan Created For: 
FEATURE-6958:[PAKS] Create a new PAKS lock screen to support Motosafe reversible lock on Release:
RPADX-4178:ADX R_Rel1
We are OK with new APK requirements and locking mechanism, the only pending item is to get the commitment from server team to deliver their changes at least 2 weeks before FC. We are planning to have this confirmed by Friday. Thanks.
We are committing this feature to Jan/22 as a best case scenario, given that the server part may not be ready by then.
If that happen, we may need to move it to Q3. [~caioluiz] is aware of that.
We are discussing the [proposed architecture|https://docs.google.com/presentation/d/1AJdo2CGUIBSjZutWs4u0SHzb8H8p01SQNONlfqNyxv8/edit#slide=id.g88f37348f9_1_2] with arch team and should be able to commit by the end of the week.
[~petherjs]
Can you please update Integrate CWV?
Also, if possible, link Dev CRs here.

Best Regards,
Renan Oliveira
[~renano] I have discussed IKSWS-5455 with [~a14614].  He indicates it has been fixed and can be verified now in user debug builds.  He says it will be another 4 days before it available in release key builds due to soak time.  Are you able to use the user debug build to finish testing and hopefully complete this plan?

[~brunoess], [~a22642] FYI
[~rodrigod], I strongly believe we will keep this in Q2, right?
Should I update the CWV date to 01/29?
[~rossanez], is the server part of this ready yet?  Do we have an ETA if not?  Can you update the Int CWV date?

[~caioluiz] we will continue to evaluate if this can fit in Q2 or needs to move to Q3."
